SKU,Description,SP,MRP,productname,Size,imgurl,Stock
425642-O20610,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Marathon Running Shorts are the lightest X-BIONIC running shorts, with a lower waistband, two crucial factors that Migidio Bourifa the multiple Italian marathon champion, who was closely involved in the development of these shorts felt would make these winners.</p>

<p>The seamless, exceptionally comfortable X-BIONIC Marathon Running Shorts are highly compressive to minimise muscle vibration and support your muscles and joints. Specially developed for long distance runners, they optimise movement while stimulating blood circulation. This means an improved supply of nutrients to the muscles and better athletic performance. At the same time, the sophisticated woven structure ensures an ideal fit. Climate control also a plays crucial part: the main feature is the corrugated intercooler structure on the front and back of the thighs. These three-dimensional woven elements soak up excess sweat and evaporate it near the skin for cooling. As well as this, the intercooler structure leaves a space between the garment and your skin for a film of sweat to provide additional cooling.</p>

<p>While you rest, the insulating effect of the intercooler takes over: trapped air insulates and protects your muscles from chill, thus lessening the risk of injury. On the less cold-sensitive inner thigh, the finely meshed AirConditioning Zone cools you during the active phase by means of direct air exchange and evaporation. The anatomically positioned 3D-BionicSphere system on the coccyx and abdomen areas provides extra temperature and moisture regulation. Sweat traps on the lower back catch excess moisture before you can feel it and soak it up to evaporate. This means that there is absolutely no risk of chafing when running long distances.</p>

<p>In summary, these are far less revealing, more supportive and provide far superior climate control than similar Lycra running pants.</p>

<p>Features:</p>

<p>Two-Step front 3D-BionicSphere System: high-tech knitting technology ensures optimal support and climate comfort in the pants. The various ribs and surface elements are able to resolve the conflict between providing support and transporting moisture and warmth. The wad structure between the legs inhibits the accumulation of moisture and, as a consequence, friction sores.</p>

<p>Innerlap AirConditioningZone: The inner surface of the thighs are less sensitive to cold. Here, the Innerlap AirConditioningZone, a section of delicate weave with nil insulating properties, allows the thigh to cool down initially by means of ventilation. As soon as sweat begins to build up the efficiency of the cooling mechanism increases since this process is going on in direct proximity to the skin.</p>

<p>3D-BionicSphere-System: at the coccyx ? perspiration from the lower back section is conducted away for evaporation via the 3D-BionicSphere-System on the coccyx. The SweatTraps in the lower back absorb perspiration flowing down to the buttocks.</p>

<p>ISO-Pad: Enables targeted insulation of individual body parts from a cold environment to protect the body from freezing in winter. This is how the optimised ISO-Pads retain more body heat, which is necessary to guarantee internal organ function and protect body parts which are vulnerable to cooling.</p>

<p>Self-adjusting cuff: the wide active drawstring fits to every leg size without slipping or constricting.</p>

<p>Intercooler: this 3D construction collects perspiration on the upper thigh and maintains it directly upon the skin so as to evaporate it to maximum effect directly on this important muscle group. In between periods of exertion, the intercooler?s rib technology lies in waves upon the muscle to provide insulation. The locked-in air protects these vulnerable muscles from over-cooling.</p>

<p>X-BIONIC Partial Kompression: A new benchmark in compression technology. Partial Kompression by</p>

<p>X-BIONIC utilises the advantages of compression without neglecting cooling.</p>

<p>SkinNODOR with Nano-Technology: A climate-active nano-filament which contains an inorganic bacteriostatic agent. The ions inside the fibre inhibit the reproduction of micro-organisms.</p>

<p>Technical composition: 80 % NanoCore,14 % Mythlan, 6 % Elastane</p>

<p>Material: 80 % Polyamide , 14 % Polypropylene, 6 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",£72.99," ,
							, ,
															",X-BIONIC Marathon Ladies Running Shorts,"XS,S,M,L","http://products.activinstinct.com/y2014/m04/425642/43747801-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
381389-RH-000086-R842,"<div class=""more"" id=""hp_fix_desc"">
							<p>This is the lightest waterproof, packable pant that Ronhill have ever produced and is the perfect complement to the Trail Tempest Jacket.</p>

<p>Made from Aqualite fabric, this offers a brilliant barrier against water and wind. It brings together all the benefits of a taped waterproof garment with total wind protection and fantastic breathability. This combination ensures wearer comfort in the worst weather conditions.</p>

<p>Features:</p>
<ul>
<li>Fully waterproof with taped seams</li>
<li>Mountain marathon event regulation spec</li>
<li>Just 166 grams</li>
<li>2.5 layer hydrophobic coating</li>
<li>Waterproof to a minimum 10,000mm hydrostatic head</li>
<li>waterproof taped seams</li>
<li>Back waterproof zip Pack-It pocket</li>
<li>Self-packable into back zip pocket</li>
<li>Three-quarter length zips with adjustable leg tabs</li>
<li>Articulated knees</li>
<li>Reflective graphics</li>
<li>Flat bonidex waistband with draw cord</li>
<li>Fibre content: 50% Polyester, 26% PU, 24% Polyamide</li></ul><br><p>Material</p><ul><li>PU 26%</li><li>Polyamide Nylon 24%</li><li>Polyester Fabric 50%</li></ul>						</div>",£73.00," ,
							, ,
															",RONHILL Men's Trail Tempest Pant,"XS,M,L,XL","http://products.activinstinct.com/y2013/m09/381389/36300632-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425627-O100051,"<div class=""more"" id=""hp_fix_desc"">
							<p>The X-Bionic the Trick Ladies Running Shirt allows you to run longer and faster without overheating.</p>
<p>With The Trick, the innovative developers at X-BIONIC have found a new and superior way to regulate your temperature. Along an insulation zone on the spine, an overheating of the entire body is simulated tricking the brain into thinking you are warmer than you really are. To combat this, the brain initiates sweat production far earlier in your run. Even before the body overheats, it is cooled by sweat, effectively and more quickly. The strain on physical systems is relieved.</p>

<p>RESULT: You have more energy for performance. The Trick Running Shirt is also packed with other award-winning technology from X-BIONIC, such as the 3D-BionicSphere System on the chest and back, which will ensure that during your run, you remain at a constant 37 degrees Celsius.</p>

<p>Features:</p>

<p>3D-BionicSphere System in the chest area: Without giving the body the impression that it is getting cold, fresh air from the 3D-BionicSphere System in the chest area cools down the body temperature. The air is tempered inside the ducts, working like a sluice. Hot, moist air is disposed of using the dynamics of body warmth and then replaced with new fresh air.</p>

<p>AirComPlex-Zone: at the solar plexus, directly under the 12th thoracic vertebrae, important nerve fibres receive signals that influence one?s entire well-being. The AirComplex-Zone protects this sensitive area with special channels. Warm air enclosed there insulates optimally in the cold. The system?s structure processes excess sweat from physical activity and ensures appropriate cooling of the core.</p>

<p>SweatTraps: Trap perspiration before you start to feel it. Sweat is wicked away so it can evaporate using heat dynamics. A film of perspiration ? too thin to be noticeable ? is left behind to cool the skin.</p>

<p>THE TRICK: the latest technological development from X-BIONIC, described above.</p>
<p>Expansion Flex Zone at the shoulder joint: flexibility of the Expansion Flex Zone and the stretch of the yarn enable unrestricted movement, without the shirt riding up.</p>
<p>3D-BionicSphere System on the back: guarantees effective ventilation so moisture is quickly wicked and transported away. No sweat means insulating air pockets in the wavelike structure protect against cold.</p>

<p>37 degree CCR-Technology: An over-heated or under-cooled body is not able to perform. That?s why it works to keep itself constantly at the optimal body temperature of 37degrees Celsius.</p>

<p>Fixation Ribs: On the abdomen keep the shirt in the right position. They guarantee that THE TRICK is positioned accurately on the back and can unleash its full effect.</p>

<p>Skin NODOR Nano-Technology: Skin NODOR?s pH neutral ions actively inhibit bacteria build-up and minimize odour-causing microorganisms.</p>

<p>X-Impact Technology: better performance due to graduated compression that reduces muscle oscillations, supports muscles and joints and optimises nutrient supply.</p>

<p>Technical composition: 87 % Skin NODOR, 10 % Polypropylene, 3 % Elastane</p>

<p>Material: 87 % Polyamide, 10 % Polypropylene, 3 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",£79.99," ,
							, ,
															",X-BIONIC The Trick Ladies Running Shirt,"XS,M","http://products.activinstinct.com/y2014/m04/425627/27213265-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
319165-JWAIRT,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Gore Air 2.0 Active Shell Light Men's Jacket is a WINDSTOPPER Active Shell jacket with extra breathability function and back pockets to provide you with everything you need for those changeable conditions. The open vent concept allows you to adjust according to your personal needs on every run.</p>

<p>WINDSTOPPER offers total protection from the wind with maximum breathability, combining the comfort of a soft mid-layer and the water resistance of a shell in one garment. WINDSTOPPER Soft Shells keep you comfortable with the freedom of movement you need for enhanced performance in a wide range of running activities and weather conditions.</p>

<p>Features:</p>
<ul>
<li>Concealed back zip pocket</li>
<li>Reflective print on shoulders</li>
<li>Reflective piping on front and back</li>
<li>Abrasion resistant elastic binding on hem</li>
<li>Zip with semi-lock slider</li>
<li>Zip-underflap and zip-port</li>
<li>Back ventilation openings</li>
<li>Partial mesh lining</li>
<li>2 side zip ventilation openings</li>
<li>Pre-shaped elbows</li>
<li>Reflective logo on front and back</li>
<li>SHELL: 100% NYLON, WINDSTOPPER MEMBRANE, LINING: 93% NYLON, 7% ELASTANE</li></ul><br><p>Material</p><ul><li>Elastane </li><li>Nylon </li><li>Windstopper Fabric </li></ul>						</div>",£79.99," ,
							, ,
															",GORE Air 2.0 WINDSTOPPER Active Shell Light Men's Jacket,,"http://products.activinstinct.com/y2012/m10/319165/85737491-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425619-O100049,"<div class=""more"" id=""hp_fix_desc"">
							<p>The X-Bionic the Trick Men's Running Shirt allows you to run longer and faster without overheating.</p>
<p>With The Trick, the innovative developers at X-BIONIC have found a new and superior way to regulate your temperature. Along an insulation zone on the spine, an overheating of the entire body is simulated tricking the brain into thinking you are warmer than you really are. To combat this, the brain initiates sweat production far earlier in your run. Even before the body overheats, it is cooled by sweat, effectively and more quickly. The strain on physical systems is relieved.</p>

<p>RESULT: You have more energy for performance. The Trick Running Shirt is also packed with other award-winning technology from X-BIONIC, such as the 3D-BionicSphere System on the chest and back, which will ensure that during your run, you remain at a constant 37 degrees Celsius.</p>

<p>Features:</p>

<p>3D-BionicSphere System in the chest area: Without giving the body the impression that it is getting cold, fresh air from the 3D-BionicSphere System in the chest area cools down the body temperature. The air is tempered inside the ducts, working like a sluice. Hot, moist air is disposed of using the dynamics of body warmth and then replaced with new fresh air.</p>

<p>Air ComPlex-Zone: at the solar plexus, directly under the 12th thoracic vertebrae, important nerve fibres receive signals that influence one?s entire well-being. The AirComplex-Zone protects this sensitive area with special channels. Warm air enclosed there insulates optimally in the cold. The system?s structure processes excess sweat from physical activity and ensures appropriate cooling of the core.</p>

<p>SweatTraps: Trap perspiration before you start to feel it. Sweat is wicked away so it can evaporate using heat dynamics. A film of perspiration ? too thin to be noticeable ? is left behind to cool the skin.</p>

<p>THE TRICK: the latest technological development from X-BIONIC, described above.</p>
<p>Expansion Flex Zone at the shoulder joint: flexibility of the Expansion Flex Zone and the stretch of the yarn enable unrestricted movement, without the shirt riding up.</p>

<p>3D-BionicSphere System on the back: guarantees effective ventilation so moisture is quickly wicked and transported away. No sweat means insulating air pockets in the wavelike structure protect against cold.</p>

<p>37 degree CCR-Technology: An over-heated or under-cooled body is not able to perform. That?s why it works to keep itself constantly at the optimal body temperature of 37degrees Celsius.</p>
<p>Fixation Ribs: On the abdomen keep the shirt in the right position. They guarantee that THE TRICK is positioned accurately on the back and can unleash its full effect.</p>

<p>Skin NODOR Nano-Technology: Skin NODOR?s pH neutral ions actively inhibit bacteria build-up and minimize odour-causing microorganisms.</p>

<p>X-Impact Technology: better performance due to graduated compression that reduces muscle oscillations, supports muscles and joints and optimises nutrient supply.</p>

<p>Technical composition: 87 % Skin NODOR, 10 % Polypropylene, 3 % Elastane</p>

<p>Material: 87 % Polyamide, 10 % Polypropylene, 3 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",£79.99," ,
							, ,
															",X-BIONIC The Trick Men's Running Shirt,"M,L,XL","http://products.activinstinct.com/y2014/m04/425619/19652065-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
378854-TMAGNA9900,"<div class=""more"" id=""hp_fix_desc"">
							<p>Perfectly in shape, these compression tights for performance runners come with muscle support and vibration reduction. Mesh-inserts have been added for ventilation and there are two back pockets for nutrition packs.</p>

<p>Windstopper offers total wind protection, with maximum breathability, combining the comfort of a soft mid-layer and the water resistance of a shell in one garment. Windstopper Soft Shells keep you comfortable with the freedom of movement you need for enhanced performance in a wide range of running activities and weather conditions.</p>

<p>Features:</p>
<ul>
<li>Small inside key pocket on waistband</li>
<li>Highly functional material mix</li>
<li>2 side pockets on back</li>
<li>Reflective print on front</li>
<li>Elastic hem</li>
<li>Adjustable elastic waistband with flat cord</li>
<li>Reflective logo on side</li></ul><br><p>Material</p><ul><li>Elastane 22%</li><li>Nylon 78%</li></ul>						</div>",£80.00," ,
							, ,
															",GORE Men's Magnitude Comp Tights,"S,M,L,XL","http://products.activinstinct.com/y2013/m08/378854/14329210-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425623-O20596,"<div class=""more"" id=""hp_fix_desc"">
							<p>Wearing the new Effektor Running Power Shirt has been described as like wearing a second skin. It is packed with X-BIONIC?s award-winning and patented technologies, such as the 3D-BionicSphere-System, which keeps you warm when you are cold, and cool when you are warm. But that is not all. For the lime green Power Shirt heralds the dawn of a new era in compression clothing, with the launch of Effektor Technologie.</p>

<p>Effektor unleashes the potential that until now seemed to be unrealistic ? limits of muscle coordination, of body temperature regulation, heart rate, endurance, recovery time, lactate build-up and transmission of stimuli along nerve pathways. The key ? Partial Kompression, which reduces muscle oscillations, and improves the supply not only of oxygen but also of nutrients to your muscles, enabling quicker recovery.</p>

<p>During sport activities body warmth is created: in extreme situations, up to 1,200 watts worth. Up to 90 % of this is released by the athlete from the skin to maintain a body temperate of 37 degrees C. X-BIONIC Partial Kompression applies targeted pressure on 1mm wide ridges. Left and right of the ridge is a compression-free area where compression could have a negative effect on blood circulation to the skin. In this way the blood flow through veins and capillaries remain unimpeded. Partial Kompression uses the skin as a surface for cooling and, thus, can take advantage of the body?s personal microclimate for optimising performance.</p>

<p>Wearing X-BIONIC products with Effektor Technologie compared with standard compression clothing, could give you:</p>

<ul>
<li>50% less build-up of heat</li>
<li>Up to 10% greater endurance</li>
<li>Lower heart rate by 2.4 beats per minute</li>
<li>7% less lactate build up</li>
<li>20% faster recovery</li>
</ul><br>
<p>Features:</p>

<p>3D-BionicSphere System in the chest area: Without giving the body the impression that it is getting cold, fresh air from the 3D-BionicSphere System in the chest area cools down the body temperature. The air is tempered inside the ducts, working like a sluice. Hot, moist air is disposed of using the dynamics of body warmth and then replaced with new fresh air.</p>

<p>ISO-Pad: Targeted insulation of individual body parts against ambient coldness can prevent the body from getting cold. This is why ISO-Pads over the hipbones retain body heat that is necessary to guarantee inner organ functionality.</p>

<p>AirComplex-Zone: In the solar plexus important nerves receive signals that influence one?s entire well-being. This sensitive area is protected with special channels. Locked-in warm air insulates optimally in the cold, whilst the system?s structure processes excess sweat from physical activity and ensures appropriate coolness in the core.</p>
<p>SweatTraps: Designed for large underarm areas to prevent dripping and to cool more effectively.</p>

<p>X-BIONIC Partial Kompression: A new benchmark in compression technology, Partial Kompression by X-BIONIC utilises the advantages of compression without neglecting cooling.</p>

<p>Neural Response Effect: Partial Kompression puts peripheral nerve cells in a constant state of readiness, optimises the exchange of neural impulses between muscles and brain, increases muscle reactions, contractions and coordination, and decreases the risk of injury and exhaustion.</p>

<p>3D-BionicSphere System on the back: Varying amounts of heat are produced in different regions of the body, with that form the chest and back being particularly high due to the need to protect vital internal organs. The 3D-BionicSphere System leaves a thin film of moisture on the skin with the sensation of dampness. SweatTraps then transport excess sweat, allow it to evaporate, and then dispose of it via thermal dynamics. Remaining is only a comfortable, thin, cooling layer of moisture. In colder temperatures, during rest and recovery phases, the system switches to insulation mode.</p>

<p>ISO-Shoulder: The ribbed structure across this area protects the shoulders from chilling wind and energy-sapping cold.</p>

<p>Heat Transfer Zone: The extremely fine mesh between the compression ridges allows heat to be optimally dissipated during physical exertion.</p>

<p>Material: 82 % Polyamide, 10 % Elastane, 8 % Polypropylene</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",£84.99," ,
							, ,
															",X-BIONIC Effektor Men's Power Running Shirt,"M,L,XL","http://products.activinstinct.com/y2014/m04/425623/80198038-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
382405-80913-VPBK,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Sonic Vizi Jacket is wind and water resistant, as well as featuring ViziPro colour and USB rechargeable built-in lighting on the left front and across the back for enhanced visibility in low-light conditions.</p>

<p>Features:</p>
<ul>
<li>Two-way front zipper with Velcro draft flap</li>
<li>DWR-coated fabric</li>
<li>Zippered front hand pockets</li>
<li>3M reflective fabric inserts on front, back and sleeves</li></ul><br><p>Material</p><ul><li>Polyester Fabric 100%</li></ul>						</div>",£80.99," ,
							, ,
															",SAUCONY Sonic Vizi Men's Jacket,"S,M","http://products.activinstinct.com/y2013/m09/382405/18040473-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
425632-O20608,"<div class=""more"" id=""hp_fix_desc"">
							<p>Wearing the new Effektor Running Power Shirt has been described as like wearing a second skin. It is packed with X-BIONIC?s award-winning and patented technologies, such as the 3D-BionicSphere-System, which keeps you warm when you are cold, and cool when you are warm. But that is not all. For the lime green Power Shirt heralds the dawn of a new era in compression clothing, with the launch of Effektor Technologie.</p>

<p>Effektor unleashes the potential that until now seemed to be unrealistic ? limits of muscle coordination, of body temperature regulation, heart rate, endurance, recovery time, lactate build-up and transmission of stimuli along nerve pathways. The key ? Partial Kompression, which reduces muscle oscillations, and improves the supply not only of oxygen but also of nutrients to your muscles, enabling quicker recovery.</p>

<p>During sport activities body warmth is created: in extreme situations, up to 1,200 watts worth. Up to 90 % of this is released by the athlete from the skin to maintain a body temperate of 37</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",£84.99," ,
							, ,
															",X-BIONIC Effektor Ladies Power Running Shirt,"XS,S,M,L","http://products.activinstinct.com/y2014/m04/425632/70650979-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
411166-SWMAGT5600,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Gore Magnitude SO Zip-Off Men's Shirt is designed to provide the utmost in versatility out on the road. This is a WINDSTOPPER Soft Shell running shirt for the performance runner taking on extended training runs with changing temperatures. Features include excellent next to skin comfort, detachable sleeves and lots of storage space.</p>

<p>WINDSTOPPER Soft Shell offers total windproofness with maximum breathability, combining the comfort of a soft mid-layer and the water resistance of a shell in one garment.</p>

<p>Features:</p>
<ul>
<li>3-compartment patch pockets on back</li>
<li>Highly functional material mix</li>
<li>Reflective print on back</li>
<li>Reflective print on sleeves</li>
<li>Reflective print on back</li>
<li>Full length zip with semi-lock slider</li>
<li>Mesh inserts for ventilation under arms</li>
<li>Zip-port on collar</li>
<li>Close fit collar</li>
<li>Detachable raglan sleeves</li>
<li>Reflective logo on front</li>
<li>Media pocket with cable outlet and cable guidance at collar</li>
</ul><br>
<p>Materials: 87% POLYESTER, 13% ELASTANE, WINDSTOPPER MEMBRANE, 100% POLYESTER, BACK PANEL: 95% POLYAMIDE, 5% ELASTANE</p><p>Material</p><ul><li>Polyamide Nylon </li><li>Eleastane </li><li>Polyester Fabric </li></ul>						</div>",£85.00," ,
							, ,
															",GORE Magnitude SO Zip-Off Men's Shirt,"M,L,XL","http://products.activinstinct.com/y2014/m02/411166/96307421-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
386120-220619-001,"<div class=""more"" id=""hp_fix_desc"">
							<p>Designed for a big performance, this jacket is lined with an aluminium membrane to reflect body heat back and create extreme warmth, using lightweight, stretchy fabric in the process. A new runway-to-run look that makes a statement.</p>

<p>Features:</p>
<ul>
<li>Windproof, water-resistant, breathable fabric</li>
<li>Interior aluminium membrane</li>
<li>Four-way stretch fabric under arms and on back</li>
<li>Snap draft flap hides full-front zipper</li>
<li>Storm flap on right chest hides and protects moisture-proof media pocket</li>
<li>Double usage side pockets with sideslips and top snaps</li>
<li>Cosy cuffs with thumbholes and flip-mitt</li>
<li>Reflective detailing</li></ul><br><p>Material</p><ul><li>Nylon </li><li>Polyurethane </li><li>Polyester Fabric </li></ul>						</div>",£89.00," ,
							, ,
															",BROOKS Ladies Silver Bullet II Jacket,"S,M,L","http://products.activinstinct.com/y2013/m09/386120/73939959-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
406275-O20570,"<div class=""more"" id=""hp_fix_desc"">
							<p>The blood in your arms has a tough road back to your heart; long, against the force of gravity and against the centrifugal force created by your arm movement. The Effektor Running Powershirt therefore not only has performance-enhancing X-BIONIC Partial Kompression in the entire upper body, but it also increases the compression applied to the arms.</p>

<p>The return of venous blood has an easier time of it, and your cardiovascular system saves energy. You gain even more power with the large 3D-BionicSphere System on the back. It relieves your own need for temperature management. Neural-Response-Bandages on the elbows provide for quicker, more precise muscular response.</p>

<p>Features:</p>
<ul>
<li>3D-BionicSphere System: the high-tech knitting technology ensures optimal grip and climate comfort.</li>
<li>SweatTraps: Sweat is wicked away so it can evaporate using heat dynamics. A film of perspiration (too thin to be noticeable) is left behind to cool the skin.</li>
<li>Neural Response Effect: Partial Kompression puts peripheral nerve cells in a constant state of readiness, optimises the exchange of neural impulses between muscles and brain, increasing muscle reactions.</li>
<li>AirComPlex-Zone: The system structure processes excess sweat from physical activity and ensures appropriate cooling of the core.</li>
<li>ISO-Pad: Enables targeted insulation of individual body parts from a cold environment to protect the body from freezing in winter.</li>
<li>Smart Compression: The compression on the arm increases towards the wrist. This gradual compression effectively supports the reflux of blood in the veins.</li>
<li>X-BIONIC Partial Kompression: This utilises the advantages of compression without neglecting cooling.</li>
<li>ExpansionRibs: This knitted fabric of the folds apart based on the accordion principle. Even when the elbows are sharply bent, the insulating effect is maintained through warm air stored in the interior.</li>
<li>ISO-Shoulder: The wavelike structure of the ISO-Shoulder lies over the shoulders, keeping the body warm and guarding against chills.</li></ul><br><p>Material</p><ul><li>Synthetic Material </li></ul>						</div>",£89.99," ,
							, ,
															",X-BIONIC Men's Effektor Power Running Long Sleeve Shirt,"S,M,L,XL","http://products.activinstinct.com/y2014/m01/406275/32177355-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
406265-O20141,"<div class=""more"" id=""hp_fix_desc"">
							<p>Sweat is too precious to throw it all away; our skin needs moisture to cool itself down. When moisture evaporates from the skin an evaporative cooling process takes place that we use to maintain the optimal body temperature.</p>

<p>This high performance top is a brilliant garment for high activity and sport.</p>

<p>Features:</p>
<ul>
<li>Two-Step 3D-BionicSphere System: the high-tech knitting technology ensures optimal grip and climate comfort.</li>
<li>Innerlap AirConditioning Zone: woven mesh with zero insulation function allows air to circulate and aids cooling.</li>
<li>ExpansionKnee: The accordion principle behind the ExpansionKnee improves its insulating character rather than losing it when the knee is bent.</li>
<li>X-BIONIC Partial Kompression: This utilises the advantages of compression without neglecting cooling.</li>
<li>ISO-Pad: Enables targeted insulation of individual body parts from a cold environment to protect the body from freezing in winter.</li>
<li>AirConditioningSpot: A fine, circular knitted fabric has been incorporated at the knee. Perspiration dissipates and is pushed outward with the aid of body warmth without the risk of chilling.</li>
<li>ISO-CalfPad: Calf muscles can cool down quickly, particularly after short breaks and even if the body is still warm. This can lead to a risk of injury.</li>
<li>Intercooler: This 3D construction collects perspiration on the upper thigh and maintains it directly upon the skin so it can evaporate optimally while directly on this important muscle group.</li></ul><br><p>Material</p><ul><li>Synthetic Material </li></ul>						</div>",£89.99," ,
							, ,
															",X-BIONIC Men's Running Long Pant,"S,M,L,XL","http://products.activinstinct.com/y2014/m01/406265/99242561-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
380024-L32872400,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Salomon EXO S-LAB Short Tight is designed to help you run easier for longer and recover better. These shorts combine EXO muscle support, compression and postural support in key areas to improve both performance and recovery.</p>

<p>Features:</p>
<ul>
<li>S LAB</li>
<li>SMART SKIN :Applying the right technical material in the right zone for optimum performance.</li>
<li>EXO SENSIFIT STABILITY</li>
<li>3 Gel Pockets</li>
<li>inner brief</li>
<li>Lightweight Waist Construction</li>
<li>actiLITE: Wicks moisture away from the body and dries quickly.</li>
<li>actiLITE E jersey</li>
<li>Next to skin fit</li></ul><br><p>Material</p><ul><li>Synthetic Material </li></ul>						</div>",£89.99," ,
							, ,
															",SALOMON Men's EXO S-LAB Short Tight,"S,L,XL","http://products.activinstinct.com/y2013/m09/380024/47247095-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
378842-TWMAGC9908,"<div class=""more"" id=""hp_fix_desc"">
							<p>New standard for fit and support, these innovative compression tights have Windstopper Soft Shell for performance runners. Provides breathability, muscle support and reduced muscle vibration.</p>

<p>Windstopper offers total wind protection, with maximum breathability, combining the comfort of a soft mid-layer and the water resistance of a shell in one garment. Windstopper Soft Shells keep you comfortable with the freedom of movement you need for enhanced performance in a wide range of running activities and weather conditions.</p>

<p>Features:</p>
<ul>
<li>Zip pocket on back</li>
<li>Highly functional material mix</li>
<li>2 side pockets on back</li>
<li>Reflective print on front</li>
<li>Elastic hem</li>
<li>Reflective logo on side</li></ul><br><p>Material</p><ul><li>Elastane </li><li>Nylon </li><li>Polyester Fabric </li></ul>						</div>",£94.99," ,
							, ,
															",GORE Men's Magnitude WINDSTOPPER Soft Shell Compression Tights,"S,M,L,XL","http://products.activinstinct.com/y2013/m08/378842/25817693-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
